symbol,company,anex,acqName,date,pid,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,tdpTransactionType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
ECLERX,eClerx Services Limited,7(2),Eclerx Employee Welfare Trust,23-Apr-2026 14:59,1197789,0,0,0,0,Equity Shares,2470,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197789_1657644_23042026025915_WEB.xml,Other,2011436,2.13,340069,Equity Shares,2008966,2.13,21-Apr-2026,22-Apr-2026,22-Apr-2026,Off Market,-,NA,-
ECLERX,eClerx Services Limited,7(2),Eclerx Employee Welfare Trust,23-Apr-2026 14:59,1197789,0,0,0,0,Equity Shares,4310,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197789_1657644_23042026025915_WEB.xml,Other,2020366,2.14,3059712,Equity Shares,2016056,2.14,20-Apr-2026,22-Apr-2026,22-Apr-2026,Off Market,-,NA,-
ECLERX,eClerx Services Limited,7(2),Eclerx Employee Welfare Trust,23-Apr-2026 14:59,1197789,0,0,0,0,Equity Shares,4620,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197789_1657644_23042026025915_WEB.xml,Other,2016056,2.14,636081,Equity Shares,2011436,2.13,21-Apr-2026,22-Apr-2026,22-Apr-2026,Off Market,-,NA,-
ECLERX,eClerx Services Limited,7(2),Eclerx Employee Welfare Trust,23-Apr-2026 14:59,1197789,0,0,0,0,Equity Shares,283,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197789_1657644_23042026025915_WEB.xml,Other,2007235,2.13,202811,Equity Shares,2006952,2.13,21-Apr-2026,22-Apr-2026,22-Apr-2026,Off Market,-,NA,-
VISHWAS,Vishwas Agri Seeds Limited,7(2),Kalubhai Maganbhai Vekaria,22-Apr-2026 19:38,1197787,0,0,0,0,Equity Shares,200000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197787_1657398_22042026073815_WEB.xml,Promoters,1550000,15.5,5800000,Equity Shares,1750000,17.5,22-Apr-2026,22-Apr-2026,22-Apr-2026,Off Market,-,NSE,-
VISHWAS,Vishwas Agri Seeds Limited,7(2),Dineshbhai Madhabhai Suvagiya,22-Apr-2026 19:38,1197787,0,0,0,0,Equity Shares,200000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197787_1657398_22042026073815_WEB.xml,Promoters,214400,2.14,5800000,Equity Shares,14400,0.14,22-Apr-2026,22-Apr-2026,22-Apr-2026,Off Market,-,NSE,-
VISHWAS,Vishwas Agri Seeds Limited,7(2),Rameshbhai Laljibhai Suvagiya,22-Apr-2026 19:38,1197787,0,0,0,0,Equity Shares,200000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197787_1657398_22042026073815_WEB.xml,Promoters,200000,2,5800000,Equity Shares,Nil,0,22-Apr-2026,22-Apr-2026,22-Apr-2026,Off Market,-,NSE,-
VISHWAS,Vishwas Agri Seeds Limited,7(2),Ketankumar Babubhai Suvagiya,22-Apr-2026 19:38,1197787,0,0,0,0,Equity Shares,200000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197787_1657398_22042026073815_WEB.xml,Promoters,200000,2,5800000,Equity Shares,Nil,0,22-Apr-2026,22-Apr-2026,22-Apr-2026,Off Market,-,NSE,-
VISHWAS,Vishwas Agri Seeds Limited,7(2),Babubhai Laljibhai Suvagiya,22-Apr-2026 19:38,1197787,0,0,0,0,Equity Shares,200000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197787_1657398_22042026073815_WEB.xml,Promoters,200000,2,5800000,Equity Shares,Nil,0,22-Apr-2026,22-Apr-2026,22-Apr-2026,Off Market,-,NSE,-
VISHWAS,Vishwas Agri Seeds Limited,7(2),Ashokbhai Shibabhai Gajera,22-Apr-2026 19:38,1197787,0,0,0,0,Equity Shares,200000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197787_1657398_22042026073815_WEB.xml,Promoters,1550000,15.5,0,Equity Shares,1750000,17.5,22-Apr-2026,22-Apr-2026,22-Apr-2026,Gift,-,NSE,-
VISHWAS,Vishwas Agri Seeds Limited,7(2),Bharatbhai Shibabhai Gajera,22-Apr-2026 19:38,1197787,0,0,0,0,Equity Shares,400000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197787_1657398_22042026073815_WEB.xml,Promoters,1350000,13.5,11600000,Equity Shares,1750000,17.5,22-Apr-2026,22-Apr-2026,22-Apr-2026,Off Market,-,NSE,-
VISHWAS,Vishwas Agri Seeds Limited,7(2),Maheshbhai Shibabhai Gajera,22-Apr-2026 19:38,1197787,0,0,0,0,Equity Shares,400000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197787_1657398_22042026073815_WEB.xml,Promoters,1350000,13.5,11600000,Equity Shares,1750000,17.5,22-Apr-2026,22-Apr-2026,22-Apr-2026,Off Market,-,NSE,-
VISHWAS,Vishwas Agri Seeds Limited,7(2),Shivlal Veljibhai Bhanderi,22-Apr-2026 19:38,1197787,0,0,0,0,Equity Shares,200000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197787_1657398_22042026073815_WEB.xml,Promoters,200000,2,0,Equity Shares,Nil,0,22-Apr-2026,22-Apr-2026,22-Apr-2026,Gift,-,NSE,-
VISHWAS,Vishwas Agri Seeds Limited,7(2),Ilaben Pareshbhai Patel,22-Apr-2026 19:38,1197787,0,0,0,0,Equity Shares,200000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197787_1657398_22042026073815_WEB.xml,Promoters,201600,2.02,5800000,Equity Shares,1600,0.02,22-Apr-2026,22-Apr-2026,22-Apr-2026,Off Market,-,NSE,-
WIPRO,Wipro Limited,7(2),Amit Kumar,22-Apr-2026 17:58,1197784,0,0,0,0,ADR/GDR/FCCB,301829,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197784_1657295_22042026055857_WEB.xml,Employees/Designated Employees,Nil,0,60072181,ADR/GDR/FCCB,301829,0,21-Apr-2026,21-Apr-2026,21-Apr-2026,ESOP,-,NA,-
SAIFL,Sameera Agro And Infra Limited,7(2),Satya Murthy Sivalenka,22-Apr-2026 15:25,1197781,0,0,0,0,Equity Shares,268000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197781_1657127_22042026032503_WEB.xml,Promoters,5648000,9.48,2650520,Equity Shares,5380000,9.03,21-Apr-2026,22-Apr-2026,22-Apr-2026,Market Sale,-,NSE,-
RAMCOSYS,Ramco Systems Limited,7(2),Saradha Deepa,22-Apr-2026 13:23,1197777,0,0,0,0,Equity Shares,3750,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197777_1657058_22042026012324_WEB.xml,Promoter Group,237576,0.63,1648875,Equity Shares,241326,0.64,17-Apr-2026,17-Apr-2026,20-Apr-2026,Others,-,NA,-
PARIN,Parin Enterprises Limited,7(2),P.P. FURNITURE  PRIVATE LIMITED,22-Apr-2026 12:54,1197775,0,0,0,0,Equity Shares,9000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197775_1657039_22042026125425_WEB.xml,Promoter Group,1363500,12.26,5481000,Equity Shares,1354500,12.18,21-Apr-2026,21-Apr-2026,22-Apr-2026,Market Sale,-,NSE,-
PARIN,Parin Enterprises Limited,7(2),P.P. FURNITURE  PRIVATE LIMITED,22-Apr-2026 12:54,1197775,0,0,0,0,Equity Shares,8500,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197775_1657039_22042026125425_WEB.xml,Promoter Group,1372000,12.34,5100000,Equity Shares,1363500,12.26,20-Apr-2026,20-Apr-2026,21-Apr-2026,Market Sale,-,NSE,-
DMART,Avenue Supermarts Limited,7(2),Vijay Sahadeo Chikane,21-Apr-2026 18:44,1197773,0,0,0,0,Equity Shares,3240,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197773_1656623_21042026064404_WEB.xml,-,261,0,968760,Equity Shares,3501,0,16-Apr-2026,16-Apr-2026,17-Apr-2026,ESOP,-,NA,-
DMART,Avenue Supermarts Limited,7(2),Elvin Elias Machado,21-Apr-2026 18:44,1197773,0,0,0,0,Equity Shares,20000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197773_1656623_21042026064404_WEB.xml,Director,333000,0.05,5980000,Equity Shares,353000,0.05,16-Apr-2026,16-Apr-2026,20-Apr-2026,ESOP,-,NA,-
DMART,Avenue Supermarts Limited,7(2),Sampath kumar,21-Apr-2026 18:44,1197773,0,0,0,0,Equity Shares,3780,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197773_1656623_21042026064404_WEB.xml,-,4800,0,1130220,Equity Shares,8580,0,16-Apr-2026,16-Apr-2026,20-Apr-2026,ESOP,-,NA,-
DMART,Avenue Supermarts Limited,7(2),Umesh Gopal Ahuja,21-Apr-2026 18:44,1197773,0,0,0,0,Equity Shares,33600,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197773_1656623_21042026064404_WEB.xml,-,50400,0,10046400,Equity Shares,84000,0.01,16-Apr-2026,16-Apr-2026,17-Apr-2026,ESOP,-,NA,-
DMART,Avenue Supermarts Limited,7(2),Harish Parmanand Joshi,21-Apr-2026 18:44,1197773,0,0,0,0,Equity Shares,11025,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197773_1656623_21042026064404_WEB.xml,-,8930,0,3296475,Equity Shares,19955,0,16-Apr-2026,16-Apr-2026,20-Apr-2026,ESOP,-,NA,-
DMART,Avenue Supermarts Limited,7(2),Satyaraj Sudhakaran,21-Apr-2026 18:44,1197773,0,0,0,0,Equity Shares,3100,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197773_1656623_21042026064404_WEB.xml,-,8102,0,926900,Equity Shares,11202,0,16-Apr-2026,16-Apr-2026,17-Apr-2026,ESOP,-,NA,-
DMART,Avenue Supermarts Limited,7(2),Ashu Gupta,21-Apr-2026 18:44,1197773,0,0,0,0,Equity Shares,15000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197773_1656623_21042026064404_WEB.xml,Key Managerial Personnel,94172,0.01,4485000,Equity Shares,109172,0.02,16-Apr-2026,16-Apr-2026,17-Apr-2026,ESOP,-,NA,-
CONFIPET,Confidence Petroleum India Limited,7(2),NEELA KHARA,21-Apr-2026 18:36,1197771,0,0,0,0,Equity Shares,8344164,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197771_1656606_21042026063647_WEB.xml,Promoter Group,2301855,0.69,0,Equity Shares,10646019,3.2,16-Mar-2026,16-Mar-2026,21-Apr-2026,Inter-se-Transfer,-,MSEI,-
VIAZ,Viaz Tyres Limited,7(2),Patel Janakkumar Mahendrabhai,21-Apr-2026 17:57,1197769,0,0,0,0,Equity Shares,870000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197769_1656474_21042026055721_WEB.xml,Promoters,2696100,22.01,60900000,Equity Shares,3566100,24.93,15-Apr-2026,15-Apr-2026,17-Apr-2026,Conversion of security,-,NSE,-
VPRPL,Vishnu Prakash R Punglia Limited,7(2),Nitu Punglia,21-Apr-2026 17:12,1197767,0,0,0,0,Equity Shares,900000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197767_1656389_21042026051241_WEB.xml,Promoter Group,905000,0.73,38421000,Equity Shares,905000,0.73,10-Apr-2026,10-Apr-2026,21-Apr-2026,Pledge Creation,-,NA,-
CAMLINFINE,Camlin Fine Sciences Limited,7(2),Ashish Subhash Dandekar,21-Apr-2026 15:59,1197765,0,0,0,0,Equity Shares,3296000,Pledge Revoke,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197765_1656242_21042026035928_WEB.xml,Director,19778510,10.3,350694400,Equity Shares,19778510,10.3,17-Apr-2026,17-Apr-2026,21-Apr-2026,Revokation of Pledge,-,NA,-
SAIFL,Sameera Agro And Infra Limited,7(2),Satya Murthy Sivalenka,21-Apr-2026 15:40,1197763,0,0,0,0,Equity Shares,1568000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197763_1656176_21042026034014_WEB.xml,Promoters,7216000,11.6,16746240,Equity Shares,5648000,9.48,15-Apr-2026,20-Apr-2026,20-Apr-2026,Market Sale,-,NSE,-
FOCUS,Focus Lighting and Fixtures Limited,7(2),FLFL Employee Welfare Trust,21-Apr-2026 13:46,1197761,0,0,0,0,Equity Shares,124680,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197761_1655987_21042026014631_WEB.xml,Other,215375,0.31,1570968,Equity Shares,90695,0.13,20-Apr-2026,20-Apr-2026,21-Apr-2026,ESOP,-,NSE,-
NEOGEN,Neogen Chemicals Limited,7(2),CADAMBA SOLUTIONS PRIVATE LIMITED,20-Apr-2026 19:20,1197757,0,0,0,0,Equity Shares,1000000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197757_1655514_20042026072044_WEB.xml,Promoter Group,Nil,0,1610000000,Equity Shares,1000000,3.65,18-Apr-2026,18-Apr-2026,20-Apr-2026,Preferential Offer,-,NA,-
DPABHUSHAN,D. P. Abhushan Limited,7(2),Mayank Ghota,20-Apr-2026 12:04,1197755,0,0,0,0,Equity Shares,214,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197755_1654603_20042026120439_WEB.xml,Promoter Group,1009,0,248856,Equity Shares,1223,0.01,02-Mar-2026,02-Mar-2026,16-Apr-2026,Market Purchase,-,NSE,-
DPABHUSHAN,D. P. Abhushan Limited,7(2),Mayank Ghota,20-Apr-2026 12:04,1197755,0,0,0,0,Equity Shares,25,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197755_1654603_20042026120439_WEB.xml,Promoter Group,1223,0.01,27332,Equity Shares,1248,0.01,04-Mar-2026,04-Mar-2026,16-Apr-2026,Market Purchase,-,NSE,-
DPABHUSHAN,D. P. Abhushan Limited,7(2),Mayank Ghota,20-Apr-2026 12:04,1197755,0,0,0,0,Equity Shares,100,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197755_1654603_20042026120439_WEB.xml,Promoter Group,1759,0.01,96800,Equity Shares,1859,0.01,16-Mar-2026,16-Mar-2026,16-Apr-2026,Market Purchase,-,NSE,-
DPABHUSHAN,D. P. Abhushan Limited,7(2),Mayank Ghota,20-Apr-2026 12:04,1197755,0,0,0,0,Equity Shares,293,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197755_1654603_20042026120439_WEB.xml,Promoter Group,1268,0.01,300637,Equity Shares,1561,0.01,06-Mar-2026,06-Mar-2026,16-Apr-2026,Market Purchase,-,NSE,-
DPABHUSHAN,D. P. Abhushan Limited,7(2),Mayank Ghota,20-Apr-2026 12:04,1197755,0,0,0,0,Equity Shares,50,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197755_1654603_20042026120439_WEB.xml,Promoter Group,1561,0.01,50199,Equity Shares,1611,0.01,10-Mar-2026,10-Mar-2026,16-Apr-2026,Market Purchase,-,NSE,-
DPABHUSHAN,D. P. Abhushan Limited,7(2),Mayank Ghota,20-Apr-2026 12:04,1197755,0,0,0,0,Equity Shares,50,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197755_1654603_20042026120439_WEB.xml,Promoter Group,1611,0.01,50494,Equity Shares,1661,0.01,12-Mar-2026,12-Mar-2026,16-Apr-2026,Market Purchase,-,NSE,-
DPABHUSHAN,D. P. Abhushan Limited,7(2),Mayank Ghota,20-Apr-2026 12:04,1197755,0,0,0,0,Equity Shares,98,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197755_1654603_20042026120439_WEB.xml,Promoter Group,1661,0.01,96060,Equity Shares,1759,0.01,13-Mar-2026,13-Mar-2026,16-Apr-2026,Market Purchase,-,NSE,-
DPABHUSHAN,D. P. Abhushan Limited,7(2),Mayank Ghota,20-Apr-2026 12:04,1197755,0,0,0,0,Equity Shares,1009,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197755_1654603_20042026120439_WEB.xml,Promoter Group,Nil,0,1240101,Equity Shares,1009,0,04-Feb-2026,25-Feb-2026,16-Apr-2026,Market Purchase,-,NSE,-
DPABHUSHAN,D. P. Abhushan Limited,7(2),Mayank Ghota,20-Apr-2026 12:04,1197755,0,0,0,0,Equity Shares,20,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197755_1654603_20042026120439_WEB.xml,Promoter Group,1248,0.01,21900,Equity Shares,1268,0.01,05-Mar-2026,05-Mar-2026,16-Apr-2026,Market Purchase,-,NSE,-
DPABHUSHAN,D. P. Abhushan Limited,7(2),Santosh Ratanlal Kataria HUF,18-Apr-2026 16:02,1197752,0,0,0,0,Equity Shares,200000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197752_1654163_18042026040202_WEB.xml,Promoter Group,200000,0.88,0,Equity Shares,Nil,0,12-Feb-2026,12-Feb-2026,16-Apr-2026,Off Market,-,NA,-
DPABHUSHAN,D. P. Abhushan Limited,7(2),Vikas Kataria,18-Apr-2026 16:02,1197752,0,0,0,0,Equity Shares,200000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197752_1654163_18042026040202_WEB.xml,Promoters,607330,2.66,0,Equity Shares,807330,3.54,16-Mar-2026,16-Mar-2026,16-Apr-2026,Off Market,-,NA,-
DPABHUSHAN,D. P. Abhushan Limited,7(2),Santosh Kataria,18-Apr-2026 16:02,1197752,0,0,0,0,Equity Shares,200000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197752_1654163_18042026040202_WEB.xml,Promoters,607330,2.66,0,Equity Shares,807330,3.54,12-Feb-2026,12-Feb-2026,16-Apr-2026,Off Market,-,NA,-
DPABHUSHAN,D. P. Abhushan Limited,7(2),Vikas Ratanlal Kataria HUF,18-Apr-2026 16:02,1197752,0,0,0,0,Equity Shares,200000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197752_1654163_18042026040202_WEB.xml,Promoter Group,200000,0.88,0,Equity Shares,Nil,0,16-Mar-2026,16-Mar-2026,16-Apr-2026,Off Market,-,NA,-
CAMLINFINE,Camlin Fine Sciences Limited,7(2),Ashish Subhash Dandekar,16-Apr-2026 16:54,1197747,0,0,0,0,Equity Shares,800000,Pledge Revoke,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197747_1652341_16042026045417_WEB.xml,Director,19778510,10.3,83736000,Equity Shares,19778510,10.3,10-Apr-2026,10-Apr-2026,14-Apr-2026,Revokation of Pledge,-,NA,-
HGS,Hinduja Global Solutions Limited,7(2),Hinduja Group Ltd.,16-Apr-2026 16:52,1197745,0,0,0,0,Equity Shares,4500000,Pledge Revoke,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197745_1652334_16042026045222_WEB.xml,Promoters,17607646,37.85,1849500000,Equity Shares,17607646,37.85,15-Apr-2026,15-Apr-2026,16-Apr-2026,-,-,NA,-
SAIFL,Sameera Agro And Infra Limited,7(2),Satya Murthy Sivalenka,16-Apr-2026 15:55,1197743,0,0,0,0,,,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197743_1652204_16042026035557_WEB.xml,Promoters,-,0,-,-,-,-,-,-,-,-,-,-,-
SAKHTISUG,Sakthi Sugars Limited,7(2),ABT INVESTMENTS (INDIA) PRIVATE LIMITED,16-Apr-2026 15:12,1197742,0,0,0,0,Equity Shares,6439394,Pledge Revoke,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197742_1652126_16042026031203_WEB.xml,Promoter Group,66473540,55.93,116682000,Equity Shares,66473540,55.93,15-Apr-2026,15-Apr-2026,16-Apr-2026,Revokation of Pledge,-,NA,-
AFFLE,Affle 3i Limited,7(2),Kapil Mohan Bhutani,16-Apr-2026 11:35,1197740,0,0,0,0,Equity Shares,0,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197740_1651890_16042026113535_WEB.xml,Key Managerial Personnel,44225,0.02,0,Equity Shares,44225,0.02,14-Apr-2026,14-Apr-2026,15-Apr-2026,Others,-,NA,-
JSWENERGY,JSW Energy Limited,7(2),JSW Energy Employees Welfare Trust,16-Apr-2026 10:58,1197738,0,0,0,0,Equity Shares,1222,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197738_1651844_16042026105804_WEB.xml,Other,1087792,0.06,0,Equity Shares,1089014,0.06,09-Apr-2026,09-Apr-2026,13-Apr-2026,Off Market,-,NA,-
360ONE,360 ONE WAM LIMITED,7(2),RONAK RAMESH SHETH,15-Apr-2026 22:58,1197736,0,0,0,0,Equity Shares,10000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197736_1651779_15042026105821_WEB.xml,Employees/Designated Employees,119766,0.03,9717000,Equity Shares,119766,0.03,08-Apr-2026,08-Apr-2026,15-Apr-2026,Pledge Creation,-,NA,-
DESTINY,Destiny Logistics & Infra Limited,7(2),JUGAL KISHORE BHAGAT,15-Apr-2026 10:57,1197733,0,0,0,0,Equity Shares,1054500,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197733_1651000_15042026105726_WEB.xml,Promoters,10977773,51.37,34798500,Equity Shares,12032273,53.66,13-Apr-2026,13-Apr-2026,13-Apr-2026,Preferential Offer,-,NSE,-
HMAAGRO,Hma Agro Industries Limited,7(2),MOHAMMAD ASHRAF QURESHI,14-Apr-2026 23:42,1197731,0,0,0,0,Equity Shares,7141000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197731_1650972_14042026114233_WEB.xml,Promoters,92305001,18.43,128538000,Equity Shares,85164001,17.01,09-Apr-2026,10-Apr-2026,13-Apr-2026,Market Sale,-,BSE,-
HMAAGRO,Hma Agro Industries Limited,7(2),GULZAR AHMAD,14-Apr-2026 23:42,1197731,0,0,0,0,Equity Shares,4256543,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197731_1650972_14042026114233_WEB.xml,Promoters,65154530,13.01,76617774,Equity Shares,60897987,12.16,09-Apr-2026,10-Apr-2026,13-Apr-2026,Market Sale,-,BSE,-
HMAAGRO,Hma Agro Industries Limited,7(2),ZULFIQAR AHMAD QURASHI,14-Apr-2026 23:42,1197731,0,0,0,0,Equity Shares,7141000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197731_1650972_14042026114233_WEB.xml,Promoters,92305001,18.43,128538000,Equity Shares,85164001,17.01,09-Apr-2026,10-Apr-2026,13-Apr-2026,Market Sale,-,BSE,-
HMAAGRO,Hma Agro Industries Limited,7(2),WAJID AHMED,14-Apr-2026 23:42,1197731,0,0,0,0,Equity Shares,7501630,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197731_1650972_14042026114233_WEB.xml,Promoters,50076977,10,135029340,Equity Shares,42575347,8.5,09-Apr-2026,10-Apr-2026,13-Apr-2026,Market Sale,-,BSE,-
HMAAGRO,Hma Agro Industries Limited,7(2),MOHAMMAD MEHMOOD QURESHI,14-Apr-2026 23:42,1197731,0,0,0,0,Equity Shares,7141000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197731_1650972_14042026114233_WEB.xml,Promoters,92305001,18.43,128538000,Equity Shares,85164001,17.01,09-Apr-2026,10-Apr-2026,13-Apr-2026,Market Sale,-,BSE,-
NAUKRI,Info Edge (India) Limited,7(2),Info Edge Employees Stock Option Plan Trust,14-Apr-2026 15:54,1197729,0,0,0,0,Equity Shares,179,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197729_1650614_14042026035453_WEB.xml,Other,683106,0.11,358,Equity Shares,682927,0.11,13-Apr-2026,13-Apr-2026,13-Apr-2026,ESOP,-,NA,-
TEMBO,Tembo Global Industries Limited,7(2),Mr. Sanjay Jashbhai Patel,14-Apr-2026 12:36,1197726,0,0,0,0,Equity Shares,50000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197726_1650395_14042026123643_WEB.xml,Promoters,1407850,7.59,24000000,Equity Shares,1407850,7.59,10-Apr-2026,10-Apr-2026,13-Apr-2026,Pledge Creation,-,NSE,-
NEOGEN,Neogen Chemicals Limited,7(2),HARIN HARIDAS KANANI,13-Apr-2026 19:45,1197724,0,0,0,0,Equity Shares,2019167,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197724_1650215_13042026074555_WEB.xml,Promoters,3338250,12.65,0,Equity Shares,3338250,12.65,13-Apr-2026,13-Apr-2026,13-Apr-2026,Pledge Creation,-,NA,-
NEWJAISA,Newjaisa Technologies Limited,7(2),Mukunda Raghavendra,13-Apr-2026 19:33,1197722,0,0,0,0,Equity Shares,64500,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197722_1650199_13042026073350_WEB.xml,Promoters,706562,1.98,1073920,Equity Shares,642062,1.79,19-Jan-2026,16-Mar-2026,10-Apr-2026,Market Sale,-,NSE,-
CAMLINFINE,Camlin Fine Sciences Limited,7(2),Ashish Subhash Dandekar,13-Apr-2026 16:37,1197720,0,0,0,0,Equity Shares,1250000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197720_1649888_13042026043710_WEB.xml,Director,19778510,10.3,129825000,Equity Shares,19778510,10.3,07-Apr-2026,07-Apr-2026,09-Apr-2026,Pledge Creation,-,NA,-
CAMLINFINE,Camlin Fine Sciences Limited,7(2),Ashish Subhash Dandekar,13-Apr-2026 16:37,1197720,0,0,0,0,Equity Shares,2500000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197720_1649888_13042026043710_WEB.xml,Director,19778510,10.3,273475000,Equity Shares,19778510,10.3,08-Apr-2026,08-Apr-2026,09-Apr-2026,Pledge Creation,-,NA,-
SIGIND,Signet Industries Limited,7(2),Mukesh Sangla,13-Apr-2026 14:56,1197718,0,0,0,0,Equity Shares,44743,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197718_1649721_13042026025613_WEB.xml,Director,1125142,3.82,1994951,Equity Shares,1169885,3.97,25-Mar-2026,30-Mar-2026,30-Mar-2026,Market Purchase,-,"BSE,NSE",-
SIGIND,Signet Industries Limited,7(2),Mukesh Sangla,13-Apr-2026 14:50,1197716,0,0,0,0,Equity Shares,1710,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197716_1649712_13042026025004_WEB.xml,Director,1123432,3.82,71632,Equity Shares,1125142,3.82,23-Mar-2026,23-Mar-2026,25-Mar-2026,Market Purchase,-,"BSE,NSE",-
KIRIINDUS,Kiri Industries Limited,7(2),Hemil Manishkumar Kiri,13-Apr-2026 12:48,1197714,0,0,0,0,Equity Shares,1237145,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197714_1649601_13042026124815_WEB.xml,Promoter Group,1962855,3.27,223923245,Equity Shares,3200000,4.91,11-Apr-2026,11-Apr-2026,13-Apr-2026,Preferential Offer,-,NA,-
KIRIINDUS,Kiri Industries Limited,7(2),Manishkumar P Kiri,13-Apr-2026 12:48,1197714,0,0,0,0,Equity Shares,1401444,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197714_1649601_13042026124815_WEB.xml,Promoters,3980073,6.63,253661364,Equity Shares,5381517,8.25,11-Apr-2026,11-Apr-2026,13-Apr-2026,Preferential Offer,-,NA,-
KIRIINDUS,Kiri Industries Limited,7(2),Anupama Manishkumar Kiri,13-Apr-2026 12:48,1197714,0,0,0,0,Equity Shares,1465547,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197714_1649601_13042026124815_WEB.xml,Promoter Group,8035691,13.38,265264007,Equity Shares,9501238,14.58,11-Apr-2026,11-Apr-2026,13-Apr-2026,Preferential Offer,-,NA,-
